symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
PRU,"Prudential Financial, Inc. Common Stock",N,N,,07102,Financial Services,51511.0,Newark,NJ,United States,Insurance—Life,76.23169,0.06487341,3063442,63.2,64.27,3063442,4.4,718238,24845500416.0,4243459,61.76,62.56,103.56,5.2635984,3.48,0.0696,900.0,64.33,0.277,11.95,,153.478,9838477.0,2.69,393917700.0,17503100928.0,64.27,1.1
PSA,Public Storage Common Stock,N,N,,91201,Real Estate,5900.0,Glendale,CA,United States,REIT—Industrial,206.25574,0.04061532,846742,196.97,198.54,846742,8.0,139090,34673684480.0,1332782,197.0,198.25,266.76,26.989115,3.43,0.040599998,900.0,200.08,14.442,7.35,,28.36,4535840.0,3.88,151480637.0,42599923712.0,198.54,2.0
PSB,"PS Business Parks, Inc. Common Stock",N,N,,91201,Real Estate,155.0,Glendale,CA,United States,REIT—Diversified,150.7183,0.03218884,159157,130.48,132.97,159157,4.2,31744,3628379904.0,152679,130.931,132.19,192.13,44.45791,2.6,0.033099998,800.0,132.53,10.393,2.97,,29.519,295530.0,2.31,20039656.0,4450820096.0,132.97,1.05
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc. Common Stock",N,N,,10017-1216,Financial Services,,New York,NY,United States,Asset Management,27.783457,,23614,24.7,24.9,23614,2.06,1294,297309728.0,50351,24.7558,24.86,32.85,,7.73,0.0844,800.0,24.9,,,,,7534.0,0.19,,,24.9,0.172
PSMT,"PriceSmart, Inc. - Common Stock",Q,N,N,92121,Consumer Defensive,9000.0,San Diego,CA,United States,Discount Stores,62.04147,0.012269938,132014,57.05,58.15,132014,0.7,74840,1781301632.0,187211,57.32,58.04,79.9,17.37612,0.92,0.0128,800.0,58.21,0.534,3.35,,27.05,406670.0,2.18,26801268.0,1765746688.0,58.15,0.35
PSO,"Pearson, Plc Common Stock",N,N,,WC2R 0RL,Communication Services,22500.0,London,,United Kingdom,Publishing,7.175147,0.04074074,688071,5.67,5.69,688071,0.24,191190,4283064064.0,809408,5.67,5.75,11.51,9.418033,4.74,0.0422,800.0,5.775,,0.61,,6.937,1007356.0,1.59,771130404.0,4423816704.0,5.69,0.174
PSTL,"Postal Realty Trust, Inc. Class A Common Stock",N,N,,11516,Real Estate,21.0,Cedarhurst,NY,United States,REIT—Office,15.759067,0.03462236,12300,16.55,16.0,12300,0.8,1641,89540216.0,11056,16.365,0.0,19.48,-826.00006,,0.048,800.0,16.9265,12.625,-0.02,,9.237,945.0,0.1,4121778.0,182695376.0,16.0,0.2
PSX,Phillips 66 Common Stock,N,N,,77042,Energy,14500.0,Houston,TX,United States,Oil & Gas Refining & Marketing,85.679634,0.04404747,3168842,81.73,81.92,3168842,3.6,1274565,35021332480.0,4976032,79.3701,80.24,119.92,12.18845,3.09,0.044,800.0,82.02,0.454,6.58,,48.943,7544713.0,1.75,435521886.0,47659151360.0,81.92,0.9
PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership,N,N,,77042,Energy,,Houston,TX,United States,Oil & Gas Midstream,50.917133,0.07527115,359100,46.1,46.66,359100,3.5,108595,2660996352.0,873964,45.39,45.84,65.22,10.919472,4.72,0.0769,900.0,46.725,13.057,4.16,,9.223,1545176.0,1.95,58468778.0,14245366784.0,46.66,0.875
PTR,PetroChina Company Limited Common Stock,N,N,,100007,Energy,460724.0,Beijing,,China,Oil & Gas Integrated,41.624634,0.00041285757,129428,33.91,33.98,129428,2.33,33337,105456418816.0,197816,33.69,34.03,56.86,136.22,2.83,0.0687,1000.0,34.055,,0.25,,101.1,799678.0,3.17,274403352.0,64093945856.0,33.98,1.091
PTY,Pimco Corporate & Income Opportunity Fund,N,N,,92660,Financial Services,,Newport Beach,CA,United States,Asset Management,16.748236,0.106412,298985,14.66,14.7,298985,1.56,146300,1416078848.0,874698,14.64,14.67,19.73,,9.87,0.1071,900.0,14.715,12.967,,,14.804,360434.0,0.47,,1815934592.0,14.7,0.13
PUB,People's Utah Bancorp - Common Stock,Q,N,N,84003,Financial Services,490.0,American Fork,UT,United States,Banks—Regional,24.629412,0.022040818,35728,24.5,25.2,35728,0.56,8797,462184800.0,48304,24.321,24.6,31.34,14.642858,,0.0274,1100.0,25.48,1.982,1.68,,18.104,113207.0,2.87,15839950.0,237296128.0,25.2,0.14
PUK,Prudential Public Limited Company Common Stock,N,N,,EC2R 7AG,Financial Services,18125.0,London,,United Kingdom,Insurance—Life,31.5475,0.01756449,1182357,26.36,26.22,1182357,0.92,219027,33352454144.0,1026903,25.83,26.56,44.84,7.120643,3.05,0.035099998,1800.0,26.63,0.535,3.73,,15.024,1009368.0,1.48,1281134546.0,50130444288.0,26.22,0.519
PVBC,"Provident Bancorp, Inc. - Common Stock",Q,N,N,01913,Financial Services,131.0,Amesbury,MA,United States,Banks—Regional,10.650368,,29128,9.19,9.34,29128,0.12,27810,173922464.0,68169,8.69,9.04,14.084612,13.328359,,0.0139,1000.0,9.35,6.062,0.67,,12.854,47119.0,0.85,17272473.0,257134656.0,9.34,0.03
PWOD,"Penns Woods Bancorp, Inc. - Common Stock",Q,N,N,17703-0967,Financial Services,334.0,Williamsport,PA,United States,Banks—Regional,28.20456,0.058579333,10585,21.68,22.05,10585,1.28,1569,158541168.0,14422,22.05,22.84,36.27,,4.36,0.0587,900.0,22.515,4.833,,,22.235,16671.0,1.29,6768719.0,279380640.0,22.05,0.32
PWR,"Quanta Services, Inc. Common Stock",N,N,,77056,Industrials,39500.0,Houston,TX,United States,Engineering & Construction,37.194557,0.0048283264,1303114,37.28,37.95,1303114,0.2,293796,5154880512.0,1879401,36.8,37.45,44.09,9.481012,,0.0055,800.0,37.99,0.523,3.95,,27.538,6371655.0,4.17,136115978.0,6311968256.0,37.95,0.05
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,N,N,,92660,Financial Services,,Newport Beach,CA,United States,Asset Management,9.24125,0.050391935,8228,8.93,8.94,8228,0.43,1597,51440780.0,19512,8.98,8.99,10.69,,5.6,0.0484,1300.0,8.99,22.941,,,9.286,5509.0,0.32,,98576640.0,8.94,0.035
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,N,N,,92660,Financial Services,,Newport Beach,CA,United States,Asset Management,10.593897,0.0522359,41900,9.7634,9.84,41900,0.46,16361,219815760.0,73146,9.8,9.82,11.64,,5.69,0.0467,1100.0,9.84,24.033,,,10.195,18994.0,0.33,,411365952.0,9.84,0.038
PZN,Pzena Investment Management Inc Class A Common Stock,N,N,,10022,Financial Services,120.0,New York,NY,United States,Asset Management,6.691765,0.114107884,71585,4.82,4.75,71585,0.55,8891,334384128.0,95309,4.68,4.71,10.15,6.0,4.6,0.1141,800.0,4.835,0.868,0.78,,1.274,81917.0,0.99,15816990.0,128420720.0,4.75,0.03
PZZA,"Papa John's International, Inc. - Common Stock",Q,N,N,40299-2367,Consumer Cyclical,16500.0,Louisville,KY,United States,Restaurants,63.625957,0.011427119,871200,78.76,79.53,871200,0.9,287476,2504442624.0,1060111,76.43,77.23,84.3,42.618786,1.36,0.0121,1100.0,79.79,2.079,1.81,,-10.707,5172068.0,5.89,26819394.0,3390935296.0,79.53,0.225
QADA,QAD Inc. - Class A Common Stock,Q,N,N,93108,Technology,1920.0,Santa Barbara,CA,United States,Software—Application,46.235737,0.006401422,45728,44.99,46.15,45728,0.29,29339,922799744.0,61887,46.0,48.28,54.54,86.742546,0.9,0.0064,1300.0,48.33,2.56,0.55,,5.681,185070.0,3.7,11525333.0,795455360.0,46.15,0.072
QADB,QAD Inc. - Class B Common Stock,Q,N,N,93108,Technology,1920.0,Santa Barbara,CA,United States,Software—Application,32.518383,0.0095968,142,30.01,32.0,142,0.24,146,920259200.0,448,32.0,33.5,38.04,200.0,0.93,0.007900001,1200.0,32.49,1.636,0.16,,5.681,736.0,9.09,11525333.0,508359040.0,32.0,0.06
QCOM,QUALCOMM Incorporated - Common Stock,Q,N,N,92121,Technology,37000.0,San Diego,CA,United States,Semiconductors,81.5211,0.03127759,9365142,79.29,80.24,9365142,2.6,4303258,90095640576.0,11859538,79.77,80.02,96.17,13.737564,3.57,0.0328,1000.0,81.48,3.927,5.83,,2.702,14703522.0,1.54,1122936857.0,97147199488.0,80.24,0.62
QCRH,"QCR Holdings, Inc. - Common Stock",Q,N,N,61265,Financial Services,703.0,Moline,IL,United States,Banks—Regional,36.07794,0.007319304,53314,32.79,33.59,53314,0.24,9380,507275744.0,61527,31.93,32.34,44.76,10.05,0.5,0.008,800.0,33.59,1.61,3.2,,34.18,108476.0,1.72,14812753.0,336261984.0,33.59,0.06
QEP,"QEP Resources, Inc. Common Stock",N,N,,80265,Energy,248.0,Denver,CO,United States,Oil & Gas E&P,2.214853,0.06081492,9044871,0.9866,0.9494,9044871,0.08,3520013,233245488.0,12102090,0.9025,0.9699,7.42,-1.5048438,,0.08229999,3000.0,0.9956,1.834,-0.64,,12.495,18261111.0,1.23,237316941.0,2111746560.0,0.9494,0.02
QIWI,QIWI plc - American Depositary Shares,Q,N,N,1087,Financial Services,3630.0,Nicosia,,Cyprus,Credit Services,16.399706,0.05672598,475800,14.05,14.2,475800,0.56,149088,879863360.0,361466,13.9652,14.09,25.25,6.073593,,0.0392,1300.0,14.235,,2.31,,12.888,234306.0,0.75,27349341.0,787907584.0,14.2,0.22
QSR,Restaurant Brands International Inc. Common Shares,N,N,,M5X 1E1,Consumer Cyclical,6300.0,Toronto,ON,Canada,Restaurants,56.174706,0.036396395,2517557,55.5,55.98,2517557,2.08,1239801,16419402752.0,4572404,54.88,54.99,79.46,18.483221,1.82,0.0375,900.0,55.98,5.287,2.98,,7.289,12009579.0,2.94,275104179.0,29406353408.0,55.98,0.52
QTS,"QTS Realty Trust, Inc. Class A Common Stock",N,N,,66213,Real Estate,612.0,Overland Park,KS,United States,REIT—Industrial,56.766544,0.026736371,660428,66.95,67.76,660428,1.88,131850,4005110528.0,927264,66.31,66.59,68.8,301.4091,3.24,0.030199999,800.0,67.74,12.306,0.22,,15.749,9861649.0,10.81,59772870.0,6061155328.0,67.76,0.47
R,"Ryder System, Inc. Common Stock",N,N,,33178,Industrials,39900.0,Miami,FL,United States,Rental & Leasing Services,41.4475,0.06353749,804800,34.94,35.26,804800,2.24,214718,1873236992.0,1188467,34.24,34.91,60.55,15.156523,3.03,0.065799996,1300.0,35.54,1.113,2.3,,41.736,3779919.0,2.7,53236220.0,9912119296.0,35.26,0.56
RA,Brookfield Real Assets Income Fund Inc. Common Stock,N,N,,10281,Financial Services,,New York,NY,United States,Asset Management,19.206772,,194200,16.28,16.31,194200,2.39,50627,736685888.0,392054,16.29,16.42,23.0,,,0.1463,3100.0,16.425,,,,,27586.0,0.09,,,16.31,0.199
RAVN,"Raven Industries, Inc. - Common Stock",Q,N,N,57117-5107,Industrials,1362.0,Sioux Falls,SD,United States,Specialty Industrial Machinery,28.249779,0.022757111,166314,22.85,23.25,166314,0.52,42266,793604864.0,214982,21.88,22.21,38.0,31.685715,1.95,0.0235,800.0,23.3,2.103,0.7,,8.696,392515.0,1.78,35297104.0,779981824.0,23.25,0.13
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock,N,N,,V5J 0C6,Industrials,2400.0,Burnaby,BC,Canada,Specialty Business Services,40.89478,0.019351717,527685,41.34,41.5,527685,0.8,376352,4637590528.0,708929,41.5,42.73,45.16,25.8253,2.07,0.0194,900.0,43.06,4.125,1.66,,7.762,1475049.0,2.12,108137557.0,5314561024.0,41.5,0.2
RBB,RBB Bancorp - Common Stock,Q,N,N,90017,Financial Services,382.0,Los Angeles,CA,United States,Banks—Regional,17.085,0.027201144,77900,13.97,14.26,77900,0.38,15401,269441440.0,80422,13.55,13.69,21.9,9.099999,,0.0304,800.0,14.26,1.487,1.5,,20.665,53114.0,0.75,11684273.0,162778480.0,14.26,0.06
RBC,Regal Beloit Corporation Common Stock,N,N,,53511,Industrials,19560.0,Beloit,WI,United States,Specialty Industrial Machinery,77.166695,0.014619883,215185,82.08,82.94,215185,1.2,27514,3305191936.0,283654,81.12,81.77,90.19,14.697297,1.41,0.015,900.0,82.47,1.261,5.55,,56.064,710974.0,3.25,39810215.0,3931632128.0,82.94,0.3
RBCAA,"Republic Bancorp, Inc. - Class A Common Stock",Q,N,N,40202,Financial Services,1077.0,Louisville,KY,United States,Banks—Regional,38.82478,0.03096811,28242,34.81,35.25,28242,1.14,11470,660176960.0,40303,34.23,35.51,52.68,10.7652445,2.48,0.0348,1000.0,35.405,3.931,3.28,,37.538,96002.0,2.48,10285452.0,1110590336.0,35.25,0.286
RC,Ready Capital Corproation Common Stock,N,N,,10020,Real Estate,430.0,New York,NY,United States,REIT—Mortgage,11.945515,0.25931928,519900,6.17,6.27,519900,1.6,257639,342187232.0,691287,5.96,6.21,16.9,5.522124,10.78,0.2484,800.0,6.32,24.141,1.13,,14.55,1022335.0,1.37,41343486.0,4602634240.0,6.27,0.4
RCII,Rent-A-Center Inc. - Common Stock,Q,N,N,75024,Industrials,14500.0,Plano,TX,United States,Rental & Leasing Services,23.450882,0.030537302,628457,25.87,25.99,628457,1.16,126562,1434338688.0,792372,25.19,25.67,31.14,10.911764,,0.0448,1200.0,25.99,0.646,2.38,,8.851,3686718.0,5.36,44126160.0,1727026176.0,25.99,0.29
RCKY,"Rocky Brands, Inc. - Common Stock",Q,N,N,45764,Consumer Cyclical,1899.0,Nelsonville,OH,United States,Footwear & Accessories,24.036985,0.025547445,34214,21.92,22.18,34214,0.56,10398,157870832.0,49350,21.35,21.69,34.14,12.337143,2.68,0.0275,900.0,22.18,0.45,1.75,,22.44,94103.0,1.9,6788809.0,117105448.0,22.18,0.14
RCL,Royal Caribbean Cruises Ltd. Common Stock,N,N,,33132-2096,Consumer Cyclical,85300.0,Miami,FL,United States,Travel Services,84.19522,0.05452201,24608471,54.29,53.44,24608471,3.12,11091526,11393684480.0,22926290,51.81,54.6,135.32,27.344221,2.19,0.0575,1100.0,54.69,1.869,1.99,,58.256,25475555.0,0.98,175382363.0,20467183616.0,53.44,0.78
RCS,"PIMCO Strategic Income Fund, Inc.",N,N,,92660,Financial Services,,Newport Beach,CA,United States,Asset Management,7.988897,0.11035972,168257,6.95,6.98,168257,0.73,28741,302471840.0,464641,6.88,6.91,10.1,,9.63,0.1106,1200.0,6.99,14.041,,,6.957,42841.0,0.15,,539243648.0,6.98,0.061
REG,Regency Centers Corporation - Common Stock,Q,N,N,32202,Real Estate,450.0,Jacksonville,FL,United States,REIT—Retail,53.88066,0.051259674,1564842,45.845,46.71,1564842,2.38,501207,7736778240.0,1876322,45.06,45.45,70.26,31.239725,3.28,0.0519,1300.0,46.71,9.558,1.46,,36.646,4537781.0,2.33,167206416.0,11088295936.0,46.71,0.595
RELL,"Richardson Electronics, Ltd. - Common Stock",Q,N,N,60147,Technology,380.0,LaFox,IL,United States,Electronic Components,4.7852206,0.0604534,17171,3.97,3.97,17171,0.24,4810,52540800.0,22432,3.945,4.0,6.32,,3.86,0.0602,800.0,4.0,0.083,,,9.205,4409.0,0.29,8328344.0,13355077.0,3.97,0.06
RES,"RPC, Inc. Common Stock",N,N,,30329,Energy,2700.0,Atlanta,GA,United States,Oil & Gas Equipment & Services,3.6061764,0.014326648,882828,3.49,3.53,882828,0.2,239272,735930944.0,1806850,3.38,3.42,8.05,-8.338537,,0.064899996,1800.0,3.52,0.591,-0.41,,3.16,11889660.0,5.58,52337441.0,668761408.0,3.53,0.05
REVG,"REV Group, Inc. Common Stock",N,N,,53202,Industrials,8040.0,Milwaukee,WI,United States,Farm & Heavy Construction Machinery,8.679265,0.0304414,513885,6.57,6.75,513885,0.2,121716,408016672.0,364603,6.19,6.46,14.99,9.214286,,0.0468,1300.0,6.75,0.31,0.7,,7.912,2746966.0,7.52,26691243.0,749039104.0,6.75,0.05
REXR,"Rexford Industrial Realty, Inc. Common Stock",N,N,,90025,Real Estate,123.0,Los Angeles,CA,United States,REIT—Industrial,44.22912,0.019469026,898014,39.55,39.99,898014,0.86,271248,4848511488.0,1070779,39.49,39.53,53.48,85.91304,2.24,0.0217,900.0,40.28,20.975,0.46,,20.421,1726237.0,1.57,115796356.0,5967905280.0,39.99,0.215
REYN,Reynolds Consumer Products Inc. - Common Stock,Q,N,N,60045,Consumer Cyclical,5100.0,Lake Forest,IL,United States,Packaging & Containers,30.391235,,387171,34.38,34.34,387171,0.6,159347,7127703552.0,785640,33.58,34.14,35.92,,,0.0179,800.0,34.34,3.016,,,-5.133,371170.0,0.51,54226452.0,9341645824.0,34.34,0.15
RF,Regions Financial Corporation Common Stock,N,N,,35203,Financial Services,19743.0,Birmingham,AL,United States,Banks—Regional,13.536397,0.05050084,10480385,11.98,12.16,10480385,0.62,5812785,11185070080.0,15233383,11.555,11.69,17.54,9.47561,2.62,0.051799998,2900.0,12.22,4.041,1.23,,16.734,18532043.0,1.35,956109603.0,20993894400.0,12.16,0.155
RFI,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",N,N,,10017-1216,Financial Services,,New York,NY,United States,Asset Management,13.153824,0.081494056,96785,11.78,11.97,96785,0.96,46409,310080896.0,158835,11.7763,11.84,15.84,,7.47,0.084,900.0,11.99,29.481,,,14.205,8437.0,0.06,,317847264.0,11.97,0.08
RGCO,RGC Resources Inc. - Common Stock,Q,N,N,24016,Utilities,106.0,Roanoke,VA,United States,Utilities—Regulated Gas,27.14853,0.025944298,15985,26.21,26.61,15985,0.7,5331,219325840.0,21641,26.38,26.99,31.98,20.572521,2.71,0.0272,1100.0,27.137,4.851,1.31,,11.1,48589.0,2.78,7589565.0,309260384.0,26.61,0.175
RGLD,"Royal Gold, Inc. - Common Stock",Q,N,N,80202,Basic Materials,23.0,Denver,CO,United States,Gold,111.42258,0.00622125,596428,132.61,133.98,596428,1.12,154080,8747207680.0,862966,132.42,133.6,139.63,43.16505,1.3,0.0084,800.0,135.19,18.322,3.09,,34.196,1245244.0,1.56,65219075.0,8990642176.0,133.98,0.28
RGP,"Resources Connection, Inc. - Common Stock",Q,N,N,92614,Industrials,992.0,Irvine,CA,United States,Consulting Services,11.615192,,209214,11.7,11.86,209214,0.56,44281,376893088.0,249128,11.48,11.68,15.55,,2.94,0.0497,900.0,11.86,0.577,,,,342841.0,1.53,30192888.0,407562784.0,11.86,0.14
RGR,"Sturm, Ruger & Company, Inc. Common Stock",N,N,,06890,Industrials,1609.0,Southport,CT,United States,Aerospace & Defense,49.9425,0.012656174,339885,61.63,61.72,339885,0.78,85566,1084220672.0,299487,61.65,62.09,63.0,22.716116,2.24,0.0128999995,1800.0,63.0,2.057,2.73,,17.035,433570.0,2.0,15599519.0,864298880.0,61.72,0.35
RGT,"Royce Global Value Trust, Inc. Common Stock",N,N,,10151,Financial Services,,New York,NY,United States,Asset Management,10.486618,,35571,11.18,11.24,35571,0.06,20343,119111792.0,51587,11.285,11.38,12.33,,1.13,0.0055,1000.0,11.3502,,,,,39868.0,0.71,,,11.24,0.06
RICK,"RCI Hospitality Holdings, Inc. - Common Stock",Q,N,N,77066,Consumer Cyclical,2200.0,Houston,TX,United States,Restaurants,16.00875,0.008843968,427600,15.83,16.25,427600,0.14,83660,141213712.0,239420,15.17,15.55,27.79,6.908482,,0.0088,1300.0,16.35,1.471,2.24,,17.699,727464.0,3.63,8262394.0,266243616.0,16.25,0.04
RIF,RMR Real Estate Income Fund (MD) Common Stock,A,N,,02458,Financial Services,,Newton,MA,United States,Asset Management,16.394339,0.11558669,68857,11.42,11.47,68857,1.32,9069,117586208.0,83964,11.48,11.54,22.64,,,0.1258,800.0,11.55,18.251,,,25.027,,,,216193584.0,11.47,0.33
RILY,"B. Riley Financial, Inc. - Common Stock",Q,N,N,91367,Financial Services,982.0,Woodland Hills,CA,United States,Financial Conglomerates,22.960442,0.03481823,94814,19.53,19.87,94814,1.0,83774,514996384.0,129803,19.63,19.91,30.17,,1.97,0.0525,900.0,20.2127,2.455,,,9.181,452926.0,3.81,15268553.0,1033402688.0,19.87,0.35
RIV,"RiverNorth Opportunities Fund, Inc. Common Stock",N,N,,60654,Financial Services,,Chicago,IL,United States,Asset Management,14.893044,,80814,13.55,13.61,80814,2.16,29570,127692952.0,100091,13.53,13.65,17.453295,,,0.16309999,1200.0,13.68,,,,,48947.0,1.6,,,13.61,0.18
RIVE,Riverview Financial Corporation - Common Stock,Q,N,N,17110,Financial Services,276.0,Harrisburg,PA,United States,Banks—Regional,9.714412,0.054257095,6842,5.99,6.05,6842,0.3,2085,56459396.0,12088,6.05,6.2,13.6,,4.02,0.0508,1300.0,6.2,0.434,,,12.824,4393.0,0.27,6329275.0,19945726.0,6.05,0.075
RLGY,Realogy Holdings Corp. Common Stock,N,N,,07940,Real Estate,10150.0,Madison,NJ,United States,Real Estate Services,7.7510295,0.02852615,2867200,6.31,6.41,2867200,0.36,1041228,715294912.0,3811775,5.93,6.09,13.88,7.9485903,,0.0375,900.0,6.4359,0.798,0.78,,14.147,16548377.0,4.44,113973991.0,4518405120.0,6.41,0.09
RLI,RLI Corp. Common Stock (DE),N,N,,61615,Financial Services,882.0,Peoria,IL,United States,Insurance—Property & Casualty,86.36552,0.011410146,241742,80.63,81.55,241742,0.96,37584,3632449536.0,328851,80.1037,80.86,99.93,33.413223,1.24,0.012200001,1100.0,81.08,4.028,2.42,,20.384,2274537.0,6.56,38053083.0,3455413248.0,81.55,0.24
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,N,N,,20814,Real Estate,87.0,Bethesda,MD,United States,REIT—Hotel & Motel,12.990221,0.08984726,2714500,11.13,11.28,2714500,1.0,420688,1772402048.0,3274353,10.67,10.7,18.37,-19.169641,6.36,0.0941,800.0,11.28,2.449,-0.56,,16.403,11888547.0,4.05,161305637.0,3513482752.0,11.28,0.01
RMAX,"RE/MAX Holdings, Inc. Class A Common Stock",N,N,,80237,Real Estate,500.0,Denver,CO,United States,Real Estate Services,31.43228,0.029432135,135257,28.88,29.44,135257,0.88,61207,889180032.0,179959,28.26,28.61,40.78,13.11267,1.68,0.0305,800.0,29.5817,1.0,2.21,,27.582,698636.0,4.79,16335853.0,281456960.0,29.44,0.22
RMD,ResMed Inc. Common Stock,N,N,,92123,Healthcare,7240.0,San Diego,CA,United States,Medical Instruments & Supplies,157.2147,0.010148981,632628,153.71,154.97,632628,1.56,140080,22942898176.0,893174,154.195,159.02,177.99,34.626637,1.59,0.0101,800.0,160.39,8.541,4.58,,15.598,1561717.0,2.08,143273825.0,24698808320.0,154.97,0.39
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",N,N,,60654,,,Chicago,IL,United States,,21.39728,,37214,20.2891,20.3,37214,1.1,7609,129823512.0,30843,20.23,20.41,24.17,,,0.0553,900.0,20.3899,,,,,14398.0,0.34,,,20.3,0.092
RMR,The RMR Group Inc. - Class A Common Stock,Q,N,N,02458,Real Estate,600.0,Newton,MA,United States,Real Estate Services,37.614006,0.05129088,76185,29.05,29.53,76185,1.52,18413,879311168.0,111087,28.0,28.1,52.73,14.778948,,0.0535,800.0,29.53,2.259,1.9,,18.026,203555.0,2.36,14155584.0,410816704.0,29.53,0.38
RMT,"Royce Micro-Cap Trust, Inc. Common Stock",N,N,,10151,Financial Services,,New York,NY,United States,Asset Management,7.4574265,0.0945758,233942,7.19,7.2,233942,0.64,103172,306014272.0,282822,7.12,7.18,8.96,,12.47,0.0904,1800.0,7.2,61.48,,,9.634,101261.0,0.4,,304721920.0,7.2,0.16
RNP,"Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares",N,N,,10017-1216,Financial Services,,New York,NY,United States,Asset Management,21.062574,0.08122271,160500,18.32,18.57,160500,1.49,188409,890724480.0,312270,18.41,18.67,25.35,,8.13,0.0828,800.0,18.74,18.825,,,24.726,65801.0,0.24,,1188582784.0,18.57,0.124
RNR,RenaissanceRe Holdings Ltd. Common Stock,N,N,,HM 19,Financial Services,566.0,Pembroke,,Bermuda,Insurance—Reinsurance,174.63971,0.008111789,372785,168.89,171.03,372785,1.4,72756,7452686848.0,447408,168.92,169.41,202.68,10.780255,0.95,0.0083,800.0,171.01,-1.154,15.7,,117.15,598238.0,1.56,43192576.0,-4960975872.0,171.03,0.35
ROK,"Rockwell Automation, Inc. Common Stock",N,N,,53204,Industrials,23000.0,Milwaukee,WI,United States,Specialty Industrial Machinery,187.62411,0.01815362,1133828,219.24,220.0,1133828,4.08,452497,25445373952.0,1350790,216.74,219.44,221.31,28.56827,2.14,0.0186,1200.0,221.31,3.603,7.69,,5.36,3336045.0,2.94,114943698.0,24358621184.0,220.0,1.02
ROL,"Rollins, Inc. Common Stock",N,N,,30324,Consumer Cyclical,14952.0,Atlanta,GA,United States,Personal Services,36.94294,0.0109516615,1659357,39.72,40.01,1659357,0.32,529512,13212289024.0,1823246,39.99,40.32,42.8,51.02532,1.09,0.0082,800.0,40.555,6.893,0.79,,2.442,13270690.0,8.62,147508463.0,14298748928.0,40.01,0.08
ROP,"Roper Technologies, Inc. Common Stock",N,N,,34240,Industrials,16460.0,Sarasota,FL,United States,Specialty Industrial Machinery,348.14883,0.005142405,489714,379.2,380.0,489714,2.05,151386,40463233024.0,711566,377.18,387.21,395.0,29.296297,0.57,0.0054,800.0,388.54,7.677,13.23,,91.874,1974706.0,3.1,103828717.0,41688379392.0,380.0,0.513
RPM,RPM International Inc. Common Stock,N,N,,44258,Basic Materials,15000.0,Medina,OH,United States,Specialty Chemicals,69.43022,0.019346047,506285,73.4,74.32,506285,1.44,162702,9652258816.0,885509,73.05,74.55,77.47,22.72561,2.23,0.0201,1300.0,74.66,2.047,3.28,,10.398,1645333.0,1.9,127671898.0,11565125632.0,74.32,0.36
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,N,N,,10017-1216,Financial Services,,New York,NY,United States,Asset Management,12.266471,0.096190475,991657,10.5,10.99,991657,0.96,1060822,1437071360.0,1114367,10.57,10.7,16.05,,7.82,0.0967,1100.0,10.99,24.298,,,14.812,58299.0,0.07,,1533104256.0,10.99,0.08
RRBI,"Red River Bancshares, Inc. - Common Stock",Q,N,N,71301,Financial Services,333.0,Alexandria,LA,United States,Banks—Regional,46.715256,0.001429252,12800,41.98,42.7,12800,0.24,3953,307546272.0,15191,42.0,43.74,59.0,13.291139,,0.0058,800.0,42.87,2.541,3.16,,36.077,24635.0,1.46,4729111.0,203036464.0,42.7,0.06
RRR,"Red Rock Resorts, Inc. - Class A Common Stock",Q,N,N,89135,Consumer Cyclical,14000.0,Las Vegas,NV,United States,Resorts & Casinos,17.924706,0.027972028,4786928,14.3,14.35,4786928,0.4,1244588,1744065792.0,2463630,13.91,14.89,27.91,37.1625,,0.0396,900.0,15.0,2.205,0.4,,4.906,3705285.0,2.13,64665235.0,3939257344.0,14.35,0.1
RS,Reliance Steel & Aluminum Co. Common Stock (DE),N,N,,90071,Basic Materials,15300.0,Los Angeles,CA,United States,Steel,104.34441,0.023184715,355442,98.125,99.31,355442,2.5,78398,6191613440.0,591350,96.84,97.44,122.17,13.626051,2.29,0.026600001,800.0,99.01,0.735,7.14,,76.872,1811321.0,3.43,61185500.0,7784517632.0,99.31,0.625
